PB09,Realtime Update,Lập trình viên,File Watcher phát hiện thay đổi .java và cập nhật tăng dần,graph đồng bộ với mã nguồn,RB21,3,Low,2,Done,"✅ CREATE/MODIFY/DELETE `.java` đều cập nhật tăng dần (re-parse đúng file đổi, không phân tích lại toàn bộ). Watcher tự bật sau import local-folder, dừng khi xóa project, re-watch khi khởi động. Proven bởi T70 Spring-context test + Docker-gated full E2E"
PB10,Mermaid Diagram,Kiến trúc sư phần mềm,Sinh Use Case Diagram (Mermaid),xem luồng nghiệp vụ từ controller/job,RB22,2,Medium,2,Done,Historical delivery: the original route-based Mermaid Use Case endpoint/UI/tests were completed. It was later replaced in-place by the richer UML Use Case endpoint/model described by RB60/RB61; current output keeps Mermaid only as a fallback plus PlantUML source.
PB10,Mermaid Diagram,Kiến trúc sư phần mềm,Sinh Class Diagram (Mermaid) lọc theo package,xem quan hệ class/interface,RB23,2,Medium,2,Done,"Historical delivery/superseded: Class Diagram service, endpoint and UI were once completed, then intentionally removed after UX review. No current `/diagrams/class` endpoint or `ClassDiagramServiceImpl` exists; this row remains Done as historical work, not a current feature claim."
PB11,MCP Tools,AI coding tool,Gọi get_project_architecture,lấy ngữ cảnh kiến trúc tổng thể,RB24,2,Medium,2,Done,"T43 + T46 done: `get_project_architecture` and `get_layer_pattern` registered via Spring AI ToolCallbackProvider. Architecture returns stable project overview; layer_pattern returns projectId/requestedLayer/normalizedLayer, examples, commonDependencies, namingConventions, do/dont rules, notes, warnings. All PB11 MCP tools T43-T46 are now complete."
PB11,MCP Tools,AI coding tool,Gọi get_class_context,lấy ngữ cảnh chi tiết một class,RB25,2,Medium,2,Done,"T44 done: `get_class_context` registered via Spring AI ToolCallbackProvider; returns projectId/query, classInfo, methods, fields, incomingRelations, outgoingRelations, warnings; lookup by fullName/simple name/nodeId; bounded output + graph-size guard; invalid input rejects clearly; no absolute path leakage."
PB11,MCP Tools,AI coding tool,Gọi get_impact_analysis,lấy phân tích ảnh hưởng cho AI,RB26,2,Medium,2,Done,"T45 done: `get_impact_analysis` registered via Spring AI ToolCallbackProvider; wraps existing `GraphService.getImpactAnalysis`; returns projectId/nodeQuery/depth, summary, directImpact, transitiveImpact, riskLevel, notes, warnings; depth whitelist 1/2/3/5; bounded output; missing target/backend failure safe warnings; no absolute path leakage. T46 layer_pattern is also done and documented in `MCP_INTEGRATION.md`."
PB12,Docker & CI/CD,DevOps,Chạy docker compose up cho BE/FE/Neo4j/Postgres,triển khai local stack bằng một lệnh,RB27,2,Medium,2,Done,"Fresh/current split: the configured local `.env` stack is healthy and `docker compose config --quiet` passes; the fresh `.env.example` check fails because `VIBEGRAPH_TRUSTED_PROXIES` is blank. This is local runtime evidence, not production deployment."
PB12,Docker & CI/CD,DevOps,Cấu hình GitHub Actions CI cho backend và frontend,kiểm thử tự động trên mỗi PR,RB28,2,Medium,2,Done,"Workflow definitions run backend `./mvnw verify` and frontend install/type-check/unit/lint/build/high-severity audit. This describes configured CI steps, not proof that every gate is green on the current dirty checkout; CI does not publish images or deploy."
PB11,MCP Tools,AI coding tool,Implement MCP tool get_project_architecture,lấy overview layers/patterns,RB29,2,Medium,3,Done,"Superseded by Sprint 2 T43/T47: `get_project_architecture` is implemented, registered, and documented in `MCP_INTEGRATION.md`."
PB11,MCP Tools,AI coding tool,Implement MCP tool get_class_context,lấy neighbors/methods/fields của class,RB30,2,Medium,3,Done,"Superseded by Sprint 2 T44/T47: `get_class_context` is implemented, registered, and documented in `MCP_INTEGRATION.md`."
PB11,MCP Tools,AI coding tool,Implement MCP tool get_layer_pattern,lấy ví dụ code theo layer,RB31,2,Medium,3,Done,"Superseded by Sprint 2 T46/T47: `get_layer_pattern` is implemented, registered, and documented in `MCP_INTEGRATION.md`."
PB03,Parser Robustness,Lập trình viên,Handle lambda expressions và method references,parse code hiện đại không crash,RB32,2,Medium,3,Done,"✅ `MethodVisitor` handles lambda ownership and method references; fresh `MethodVisitorTest` run passes 33/33. Plain constructors suppress unresolved stubs by default, but the default Spring runtime enables Deep CPG and therefore emits low-confidence unresolved stubs. Resolution-rate telemetry remains open as T83."
PB03,Performance,Lập trình viên,Implement content-hash caching cho unchanged files,tăng tốc re-analysis,RB33,2,Medium,3,New,
PB05,UI Polish,Kiến trúc sư phần mềm,"Add graph stats, empty state, loading progress",UX tốt hơn cho người dùng,RB34,2,Medium,3,In Progress,"🚧 Empty/progress work and graph tuning exist in current history, but T89 stats remains New and the overlap/large-graph acceptance is unresolved; keep In Progress."
PB03,Technical Debt,Lập trình viên,Refactor duplicate code và add Package/File nodes,"giảm nợ kỹ thuật, tăng độ chính xác",RB35,2,Medium,3,In Progress,🚧 Package/File/APIEndpoint nodes đã có (impact profile `structural` dùng containment/definition); refactor D1/D2 chưa xác nhận trong code
PB14,Testing,Tester,Boost test coverage to 70% và enable disabled tests,chất lượng code cao hơn,RB36,2,Medium,3,Done,Historical 2026-07-14 evidence records the JaCoCo gate passing; visitor tests and Docker-gated Neo4j/PostgreSQL ITs exist. Current aggregate artifacts are documented separately and are not represented as one pristine final-tree verify.
PB12,Production Deployment,DevOps,Production Docker Compose + nginx + domain + SSL,deploy lên VPS với HTTPS,RB37,3,Medium,4,New,"`docker-compose.yml`, `application-prod.yaml` and `vibegraph-web/nginx.conf.template` exist, but Compose is a local four-service stack and the Nginx template serves the SPA/security headers only. No production `/api` reverse proxy, domain, TLS/Certbot or VPS deployment proof."
PB12,CI/CD Completion,DevOps,Complete GitHub Actions + auto-deploy workflow,CI/CD đầy đủ cho production,RB38,3,Medium,4,New,backend.yml + frontend.yml CI đã chạy trên PR/push; auto-deploy workflow chưa có
PB14,Demo Preparation,Người dùng demo,Sample project + demo script + video + slides,trình diễn sản phẩm chuyên nghiệp,RB39,3,Low,4,In Progress,🚧 DEMO_SCRIPT.md đã có; video/slides chưa làm (presentation.html làm nền)
PB14,Documentation,Người dùng demo,Complete README + MCP guide + architecture + user guide,tài liệu đầy đủ cho stakeholders,RB40,3,Low,4,In Progress,🚧 README (CLI-first) + MCP guide + architecture.md + USER_GUIDE.md đã có; cần cập nhật USER_GUIDE cho user/admin console GĐ2
PB14,Final Polish,Tester,Bug fixes + integration testing + performance tuning,sản phẩm hoàn chỉnh và ổn định,RB41,3,Low,4,In Progress,"🚧 Historical full verification exists; fresh targeted backend/frontend checks and local Compose are recorded in the evidence ledger. Current dirty frontend ESLint is not green, browser E2E/SSE/production acceptance and graph overlap remediation remain open."
PB15,Auth GĐ2,Người dùng,Đăng ký/đăng nhập email + JWT cookie HttpOnly,bảo vệ mọi API bằng phiên đăng nhập,RB42,1,High,3,Done,"✅ `SecurityConfig` is stateless; public/transport exceptions include `/api/auth/**`, health, WebSocket/OAuth routes, CORS preflight and async dispatch; `/mcp/**` is API-key protected unless demo-permit is enabled, `/api/admin/**` requires ADMIN, and remaining requests require authentication. QA 2026-07-14 is historical."
PB15,Auth GĐ2,Người dùng,Đăng nhập Google/GitHub qua OAuth2 redirect + account linking,"đăng nhập nhanh, 1 user nhiều provider",RB43,1,High,3,Done,✅ Spring Security `oauth2Login` handles Google/GitHub redirects and account linking; no custom `POST /api/auth/google` ID-token endpoint exists in current source.
PB16,Ownership,Người dùng,Ownership guard toàn bộ API theo projectId,chống IDOR giữa các user,RB44,1,High,3,Done,✅ 401/403/404 đúng ma trận phase-1; áp cả WS subscribe + MCP tools
PB16,Quota,Người dùng,Quota lưu trữ theo plan (MB) enforce khi import/patch,user không vượt tài nguyên được cấp,RB45,1,High,4,Done,✅ `QUOTA_EXCEEDED` and blocked-before-quota ordering are enforced. Moving a project to the three-day trash does not release usage; restore preserves it and purge releases it.
PB19,Plan/Credit,Người dùng/Admin,Schema plans + credits + pricing rules trong DB,đổi giá/gói không cần sửa code,RB46,1,High,4,Done,✅ V3/V4/V9; 5 gói Free/Pro/Pro Plus/Max/Enterprise; admin CRUD plan/pricing
PB19,Plan/Credit,Người dùng,Trừ credit theo thao tác (MCP/CLI/analyze/import) + ledger,"dùng bao nhiêu trả bấy nhiêu, minh bạch",RB47,1,High,4,Done,✅ CreditPricingService công thức DB + minimum; ledger mọi biến động; user xem ledger; CREDIT_EXHAUSTED an toàn
PB17,User Workspace,Người dùng,User workspace UI theo current routes,tự quản tài khoản/repo/key/usage,RB48,1,High,4,Done,✅ `views/user/**` + `UserLayout` sidebar destinations exist; router also exposes a separate Tutorial route. QA live 2026-07-14 is historical.
PB18,Admin Console,Quản trị viên,Admin overview số liệu thật + ECharts,nhìn sức khỏe hệ thống một màn hình,RB49,1,High,4,Done,"✅ AdminOverviewController + DashboardView (growth/credit/storage/plan/top storage/online 10 phút, giờ 24h)"
PB18,Admin Console,Quản trị viên,Quản lý user: create/block/unblock/deactivate/plan/quota,xử lý user vi phạm và cấp phát tài nguyên,RB50,1,High,4,Done,✅ AdminUserController + UsersTableView/UserDetailDrawer; block hiệu lực ngay (session guard); quota nhập MB có validate
PB18,Feature Flags,Quản trị viên,Feature flags CRUD + enforce thật (kể cả MCP child tools),tắt tính năng toàn cục ngay khi có sự cố,RB51,1,High,4,Done,✅ FeatureGateService chặn backend (FEATURE_DISABLED) + V11 canonical keys; UI disabled không ẩn
PB18,Announcements,Quản trị viên,Announcements CRUD sinh notification cho user,thông báo bảo trì/đổi gói/cảnh báo,RB52,2,Medium,4,Done,✅ AdminAnnouncementController + AccountNotificationController + bell UI
PB20,Anti-Abuse,Quản trị viên,Rate limit + IP block + concurrent import guard,chặn abuse theo request/IP/import,RB53,1,High,4,Done,✅ abuse/ module + V8; mã lỗi TOO_MANY_REQUESTS/IP_BLOCKED/CONCURRENT_IMPORT_LIMIT
PB20,Anti-Abuse,Quản trị viên,Request events realtime (SSE) + aggregate top users/networks,phát hiện bất thường ngay khi xảy ra,RB54,2,Medium,4,Done,✅ AdminSecurityMonitorController + AdminSecurityRequestEventStream; là reference implementation cho SSE
PB21,Audit,Quản trị viên,Audit coverage đầy đủ + retention + redaction,mọi thao tác admin truy vết được,RB55,1,High,4,Done,✅ AuditLogWriter REQUIRES_NEW + V15; AuditLogRepositoryIT chứng minh giữ audit sau rollback; retention setting
PB21,Audit,Quản trị viên,Audit logs realtime qua SSE vào AuditView,thấy thao tác mới không cần refresh,RB56,2,Medium,4,Done,"✅ SSE endpoint, credentialed EventSource consumer, filtering/dedupe/reconnect and polling fallback exist with tests. Core release item is Done; live browser network trace remains explicit follow-up T192 New."
PB22,CLI,Lập trình viên,CLI login/push/watch + backend Local Patch API,đưa code lên server bằng 1 lệnh,RB57,2,Medium,3,Done,✅ @vibegraph/cli + patch/ module + PatchAnalysisScheduler + docs/local-patch.md; publish npm chưa làm
PB23,i18n,Người dùng,i18n foundation vue-i18n (en-US/vi-VN),"nền tảng song ngữ chuẩn, có parity test",RB58,2,Medium,4,Done,✅ src/language + LanguageSelector + vg_locale; KHÔNG tái tạo src/i18n cũ
PB23,i18n,Người dùng,Dịch product copy user dashboard + landing + vị trí selector,trải nghiệm tiếng Việt trọn vẹn,RB59,2,Medium,4,In Progress,🚧 Locale parity and primary dashboard/landing product copy are implemented. Graph/explorer literals and final smoke remain caveats; selector placement is still open as T183.
PB24,UML Diagram,Kiến trúc sư phần mềm,Use Case SVG UML 2.5 renderer + inference + BA labels,"sơ đồ đúng chuẩn, nhãn nghiệp vụ đẹp",RB60,2,Medium,3,Done,✅ UmlUseCaseRenderer + UseCaseInferenceEngine + BaLabelBeautifier; thay Mermaid
PB24,UML Diagram,Kiến trúc sư phần mềm,AI refine use case qua Gemini failover (bật/tắt được),nhãn/nhóm use case thông minh hơn,RB61,3,Low,4,Done,"✅ LlmUseCaseRefiner + GeminiFailoverChatClient (rotation, resilient) + NoopUseCaseRefiner"
PB25,MCP nâng cao,AI coding tool,Senior MCP tools + source tools (18 tools) + recovery,AI tool đủ ngữ cảnh làm việc như senior,RB62,2,Medium,3,Done,"✅ Current registration/docs expose 18 tools, including `list_projects`, `verify_change` and `explain_compile_error`; outputs remain bounded/path-safe and metadata recovery is implemented."
PB25,Deep CPG,Lập trình viên,"Deep CPG runtime default enabled (LocalVariable, READS/WRITES/CATCHES)",phân tích data-flow sâu khi cần,RB63,3,Low,3,Done,"✅ Spring runtime enables Deep CPG by default; `VIBEGRAPH_PARSER_DEEP_CPG=false` opts out. In current source, Deep CPG also turns on unresolved CALL stubs even when the dedicated stub flag is false; this coupling is documented rather than hidden."
PB26,Graph Polish,Kiến trúc sư phần mềm,Graph baseline sạch + lazy deep + layout/zoom tuning,graph dễ đọc và mượt với repo lớn,RB64,2,Medium,4,In Progress,🚧 Baseline/lazy/spring/filter/layout tuning is present in current history. `update/graph/03-ROOT-CAUSE.md` and `05-IMPLEMENTATION-PLAN.md` show the scale-dependent overlap fix and integrated acceptance are still open.
PB22,API Key,Người dùng/Admin,"API key gắn project, 1 key/project, admin lock/resolution","key là định danh project cho CLI/MCP, kiểm soát được",RB65,1,High,4,Done,"✅ V12–V14; user tự tạo key (bắt buộc chọn repo), admin không tạo dùm; key bị lock thì không xóa/không tạo mới tới khi admin xử lý"
PB18,Issues mở,Người dùng,Fix 5 issue người dùng báo 2026-07-19,sản phẩm sạch lỗi trước bàn giao,RB66,1,High,4,In Progress,"🚧 Source re-audit 2026-08-14 supports 3/5 fixes within stated scope: route misdirection (T190), primary user-dashboard copy (T182), landing product copy (T191). Selector placement (T183) and live audit SSE trace (T192) remain open."
