Import Archive (Backend),,,,,,,,,
T27,Implement ProjectController,CRUD project + ApiResponse,RB12,PB05,1,Done,4,Khoa,✅ `src/main/java/com/vibegraph/graph/controller/ProjectController.java` (80 LOC)
T28,Implement AnalyzeService/Controller,Trigger parse và lưu graph,RB06,PB05,1,Done,4,Khoa,✅ `src/main/java/com/vibegraph/graph/service/impl/AnalyzeServiceImpl.java` (60 LOC)
T29,Implement GraphController,GET /graph trả node/edge/stats,RB12,PB05,1,Done,3,Vinh,✅ `src/main/java/com/vibegraph/graph/controller/GraphController.java` (40 LOC)
T30,Implement GlobalExceptionHandler,Map lỗi sang ApiResponse có kiểu,RB12,PB05,1,Done,3,Thái,✅ `src/main/java/com/vibegraph/common/exception/GlobalExceptionHandler.java` (120 LOC)
T31,Implement Node Detail API,GET neighbors/{nodeId} có giới hạn hop,RB18,PB07,2,Done,5,Vinh,"✅ `GraphController` + `GraphServiceImpl` + `GraphRepository` + `Neo4jGraphRepository`; path/query endpoints, hop whitelist 0/1/2/3/5, 50 cap/direction, project-isolated traversal, 404/400 handling; `GraphControllerTest`, `GraphServiceTest`, `Neo4jGraphRepositoryIT` pass"
T32,Implement ImpactRepository.getImpact,Cypher duyệt blast radius có LIMIT,RB19,PB08,2,Done,6,Khoa,"✅ `Neo4jGraphRepository#getImpact`; reverse dependency traversal over CALLS/IMPORTS/EXTENDS/IMPLEMENTS/INJECTS only, depth whitelist 1/2/3/5, 50 sample cap/depth, true direct/total counts, project isolation"
T33,Implement Impact Analysis API,GET /impact/{nodeId},RB19,PB08,2,Done,4,Khoa,"✅ `GET /api/projects/{projectId}/graph/impact?nodeId=...&depth=...`; `ImpactAnalysisResponse`, service validation, 404 `NODE_NOT_FOUND`, 400 invalid params; controller/service/Neo4j tests pass"
T34,Integration test REST API,Test project/analyze/graph end-to-end,RB12,PB05,1,Done,4,Thịnh,"✅ ProjectApiIT and GraphApiIT là web-layer integration-style tests dùng `MockMvcBuilders.standaloneSetup` (service mock, không Neo4j thật, không phải end-to-end DB); chạy ở phase integration-test qua Failsafe trong `.\mvnw.cmd verify`"
WebSocket Realtime (Backend),,,,,,,,,
T35,Configure STOMP + AsyncConfig,Cấu hình /ws/graph-updates và executor async,RB20,PB09,2,Done,4,Vinh,✅ `src/main/java/com/vibegraph/common/config/WebSocketConfig.java` (60 LOC) + `src/main/java/com/vibegraph/common/config/AsyncConfig.java` (40 LOC)
T36,Implement GraphUpdateController broadcast,Broadcast graph update topic (FULL_UPDATE/INCREMENTAL),RB20,PB09,2,Done,5,Vinh,"✅ `GraphUpdateController.broadcastFullUpdate(projectId, graph)` + `broadcastIncremental(projectId, added, modified, removed)` publish to `/topic/projects/{id}/updates`; DTO records `GraphUpdateEvent`/`GraphChangeSet`/`GraphRemoval` (NON_NULL, FE-T60 compatible); blank-projectId no-op; payload from caller (no DB query). 7 controller tests pass; FileWatcher (T37) done; live file-change E2E (T38/T70) done"
T37,Implement FileWatcherService + debounce,"WatchService đệ quy, debounce 500ms",RB21,PB09,2,Done,6,Khoa,"✅ `FileWatcherServiceImpl` (recursive `WatchService`, virtual-thread poll loop, per-project registration, start/stop/isWatching idempotent + multi-project, path-within-root validation, `.java`-only + ignored-dir filter) + `DebouncedEventHandler` (per-key debounce, collapses bursts) + `FileChangeEvent`/`EventType`. Watcher giờ là **bộ phát sự kiện thuần** (detect + debounce + emit cho handler), không tự mutate graph — mọi thay đổi graph do `FileChangeBroadcaster` xử lý (re-parse file đổi → upsert/prune → broadcast incremental). CREATE/MODIFY/DELETE đều kích hoạt cập nhật tăng dần. Unit tests pass."
T38,Integration test realtime update,Test luồng save→update <3s,RB20,PB09,2,Done,4,Thịnh,"✅ Realtime bridge + lifecycle wired và E2E-covered cho CREATE/MODIFY/DELETE. `FileChangeBroadcaster` đăng ký `onFileChange`: re-parse đúng file đổi → upsert/prune → tính delta (before/after) → `broadcastIncremental` tới `/topic/projects/{id}/updates` (resolve absolute path từ project root). Import/analyze success bật watcher; project delete dừng watcher; re-watch khi khởi động. Covered by `RealtimeUpdateBroadcastTest`, import-service watcher wiring tests, T70 `FileWatcherE2ETest` Spring-context test, và Docker-gated `RealtimeUpdateIT` STOMP+Testcontainers Neo4j (skip sạch khi không có Docker). Đã test tay end-to-end: thêm/xóa file → graph cập nhật tại chỗ."
Diagram Service (Backend),,,,,,,,,
T39,Implement UseCaseDiagramService,Sinh Mermaid từ route/job/listener,RB22,PB10,2,Done,5,Khoa,"✅ `UseCaseDiagramServiceImpl` (sinh Mermaid `flowchart LR` từ Route nodes + HANDLES_ROUTE edges qua `GraphService.getFullGraph`, không import Neo4j) + `MermaidGeneratorServiceImpl` (sanitizeId an toàn cho Mermaid id, escapeLabel neutralise quote/control chars). Actor ""HTTP Client"" cho mỗi route; orphan Route nodes vẫn include; deterministic ordering (TreeMap theo route id); id collision được dedupe; graph rỗng/null → diagram hợp lệ (header + comment, không sinh syntax sai). Tests: `UseCaseDiagramServiceTest` (8) + `MermaidGeneratorServiceTest` (7) pass. **Note**: job/listener actors (@Scheduled/@KafkaListener/@EventListener) chưa render vì parser data model hiện chỉ emit Route + HANDLES_ROUTE (method-level annotation ngoài request-mapping không được capture) — skip graceful, để mở khi parser bổ sung. Controller T41 + FE T61 còn pending"
T40,Implement ClassDiagramService,Sinh Mermaid class + lọc package,RB23,PB10,2,Done,5,Thái,"✅ `ClassDiagramServiceImpl` (sinh Mermaid `classDiagram` từ Class/Interface/Enum nodes qua `GraphService.getFullGraph`, không import Neo4j). Members: HAS_FIELD/HAS_METHOD render với visibility marker (+/-/#/~), generics bị strip để giữ syntax hợp lệ. Stereotypes: `<<interface>>`/`<<enumeration>>`/`<<abstract>>`/`<<springLayer>>`. Relationships: EXTENDS inheritance arrow, IMPLEMENTS realization arrow, INJECTS dependency arrow with `uses` label (chỉ render khi cả 2 đầu nằm trong tập đã chọn → bỏ dangling External). Package filter (prefix, gồm sub-package); cap 50 class; deterministic (TreeMap/TreeSet); id collision dedupe; graph rỗng/null → diagram hợp lệ. Tests: `ClassDiagramServiceTest` (11) pass. Controller T41 + FE T61 còn pending"
T41,Implement DiagramController,Endpoint /diagrams/usecase và /class,RB22,PB10,2,Done,3,Thái,"✅ `DiagramController` — `GET /api/projects/{projectId}/diagrams/usecase` (→ `UseCaseResponse`) + `GET .../diagrams/class?package=...` (→ `DiagramResponse`), bọc `ApiResponse`. Validate qua `ProjectService.getProject` → 404 `PROJECT_NOT_FOUND` nếu unknown; thêm `ProjectNotAnalyzedException` → 409 `PROJECT_NOT_ANALYZED` (mapping trong `GlobalExceptionHandler`) khi status ≠ ANALYZED (lỗi rõ, không trả Mermaid rỗng gây hiểu nhầm). Không truy cập repository trực tiếp; delegate T39/T40 services. Tests: `DiagramControllerTest` (6, standalone MockMvc — usecase/class OK, package filter forward, 404, 409). FE T61 còn pending"
T42,Unit test diagram services,Test cú pháp Mermaid hợp lệ,RB23,PB10,2,Done,3,Thịnh,"✅ Diagram service/controller tests standardized: `UseCaseDiagramServiceTest` (8), `ClassDiagramServiceTest` (11), `MermaidGeneratorServiceTest` (7), `DiagramControllerTest` (8); validates Mermaid syntax, package/blank filter behavior, 404/409 error envelopes; removed obsolete disabled placeholders from `DiagramServiceTest`"
MCP Tools (Backend),,,,,,,,,
T43,Implement get_project_architecture,MCP tool trả layers/counts/patterns,RB24,PB11,2,Done,5,Khoa,"✅ `ArchitectureTool#getProjectArchitecture` registered as `get_project_architecture`; `ArchitectureAnalyzerImpl` derives layer counts/patterns/naming conventions from `GraphService.getFullGraph`; stable schema via `ArchitectureContextResponse`; tests in `McpToolsTest` cover registration, deterministic output, empty graph warning, invalid projectId, project not found, no path leakage"
T44,Implement get_class_context,MCP tool trả ngữ cảnh class,RB25,PB11,2,Done,5,Danh,"✅ `ClassContextTool#getClassContext` registered as `get_class_context`; `ClassContextAnalyzerImpl` derives classInfo, methods, fields, incoming/outgoing relations from `GraphService.getFullGraph`; supports fullName/simple name/nodeId lookup; bounded output and safe warnings; tests in `McpToolsTest` cover success, missing class, validation, deterministic ordering, large graph guard, backend failure, registration, no path leakage"
T45,Implement get_impact_analysis,MCP tool trả phân tích ảnh hưởng,RB26,PB11,2,Done,4,Khoa,"✅ `ImpactAnalysisTool#getImpactAnalysis` registered as `get_impact_analysis`; `ImpactAnalysisAnalyzerImpl` reuses `GraphService.getImpactAnalysis` (no duplicate Cypher), maps to MCP-safe `ImpactAnalysisContextResponse` without `filePath`/properties, validates printable projectId/nodeQuery + depth whitelist 1/2/3/5, caps directImpact=50/transitiveImpact=100, deterministic sorting, safe warnings for missing target/backend failure; tests in `McpToolsTest` cover success, depth/input validation, node/project not found, graph failure, bounded output, registration, no path leakage"
T46,Implement get_layer_pattern,MCP tool trả ví dụ theo layer,RB24,PB11,2,Done,4,Thái,"✅ `LayerPatternTool#getLayerPattern` registered as `get_layer_pattern`; `LayerPatternAnalyzerImpl` uses `GraphService.getFullGraph` (no Neo4j direct), allowlists CONTROLLER/SERVICE/REPOSITORY/CONFIG/ROUTE before graph load, returns MCP-safe `LayerPatternResponse` with examples, commonDependencies, namingConventions, do/dont rules, notes, warnings; caps examples/dependencies, graph-size guard, deterministic ordering, safe backend warning, no path leakage; tests in `McpToolsTest` cover success, unknown layer, validation, project not found, graph failure, bounded output, large graph, registration"
T47,Configure Spring AI MCP Server,Cấu hình streamable HTTP cho MCP,RB24,PB11,2,Done,3,Thái,✅ `src/main/java/com/vibegraph/common/config/McpServerConfig.java`
Frontend Core (Frontend),,,,,,,,,
T48,Create Axios API client,projectApi/graphApi khớp ApiResponse,RB12,PB05,1,Done,3,Danh,✅ `vibegraph-web/src/lib/api.ts` (180 LOC)
T49,Create Pinia graph store,State quản lý graph và filter,RB13,PB05,1,Done,3,Danh,✅ `vibegraph-web/src/stores/graph.ts` + `vibegraph-web/src/stores/filter.ts` (50 LOC)
T50,Implement graphAdapter,Chuyển API response sang Graphology,RB13,PB05,1,Done,4,Thịnh,✅ `vibegraph-web/src/lib/graphAdapter.ts` (150 LOC)
T51,Implement useSigma + GraphCanvas,"Render Sigma.js, dọn dẹp đúng cách",RB13,PB05,1,Done,6,Thịnh,✅ `vibegraph-web/src/composables/useSigma.ts` (120 LOC) + `vibegraph-web/src/components/graph/GraphCanvas.vue` (90 LOC)
T52,Implement SearchBar,Tìm node theo tên trên graph,RB15,PB06,1,Done,4,Thái,✅ `vibegraph-web/src/components/graph/SearchBar.vue` wired into `GraphCanvas.vue`; `SearchBar.spec.ts`; lint/type/unit pass
T53,Loading/empty/error states,Xử lý trạng thái tải/rỗng/lỗi của graph,RB13,PB05,1,Done,3,Thái,✅ `vibegraph-web/src/components/graph/GraphCanvas.vue` (states in same file)
Frontend Panels (Frontend),,,,,,,,,
T54,Create Import Archive UI,Form Add Project upload archive,RB01,PB01,1,Done,4,Thịnh,✅ `vibegraph-web/src/components/projects/AddProjectArchive.vue` + `vibegraph-web/src/composables/useArchiveImport.ts`
T55,Create GitHub Import Form,Form nhập URL repo GitHub,RB04,PB02,2,Done,4,Thịnh,"✅ `vibegraph-web/src/components/projects/GitHubImportForm.vue` + `vibegraph-web/src/composables/useGitHubImport.ts` + `vibegraph-web/src/lib/api.ts#importApi.importGithub`; tests added (`GitHubImportForm.spec.ts`, `useGitHubImport.spec.ts`, `importApi.spec.ts`); safe error mapping reviewed; `type-check`, `test:unit -- --run` (103 tests), `lint`, `build`, `audit --audit-level=high` pass; E2E smoke tested (import-github 202 -> ANALYZED); backend DI bug in `GitHubPreFlightService` resolved"
T56,Implement FilterPanel,Toggle loại node/edge kèm số đếm,RB16,PB06,2,Done,5,Khoa,✅ `vibegraph-web/src/components/panels/FilterPanel.vue` + `vibegraph-web/src/composables/useFilters.ts` + `vibegraph-web/src/lib/graphFilters.ts`; tests added; review findings fixed
T57,Remove Focus Mode / keep click selection,Bỏ Focus Mode N-hop; giữ click/select node highlight,RB17,PB06,2,Done,5,Khoa,✅ `FocusDepthControl.vue` removed; `GraphCanvas.vue` keeps click/select relation highlight; focused frontend tests/type/lint/build pass
T58,Implement NodeDetailPanel,Panel chi tiết node in/out,RB18,PB07,2,Done,4,Danh,✅ `vibegraph-web/src/components/panels/NodeDetailPanel.vue` wired into `GraphCanvas.vue`; derives incoming/outgoing from loaded graph; caps/redacts sensitive data; tests added
T59,Implement ImpactAnalysis panel,Panel hiển thị blast radius,RB19,PB08,2,Done,4,Danh,"✅ `vibegraph-web/src/components/panels/ImpactAnalysisPanel.vue` + `useImpactAnalysis.ts` + `graphApi.getImpact`; depth selector (1/2/3/5), risk badge, direct/total counts, affected nodes grouped by depth, loading/error/empty states (role=status/alert); wired into `GraphCanvas.vue` beside NodeDetailPanel; lint/type/unit/build/audit pass (20 new tests); manual UI smoke not run (backend offline)"
T60,Implement useWebSocket composable,Kết nối WS subscribe topic + FE graph patch consumer,RB20,PB09,2,Done,5,Vinh,"✅ FE graph patch consumer implemented; live realtime E2E (T38/T70) done. `useGraphRealtime.ts` + `lib/graphPatch.ts` subscribe `/topic/projects/{id}/updates`, validate payload boundary, immutable FULL_UPDATE/INCREMENTAL patch, stale-projectId guard, cleanup on project change/unmount; wired into `GraphCanvas.vue`; 21 new tests; lint/type/unit/build/audit pass"
T61,Implement DiagramPanel,Render Mermaid Use Case/Class,RB22,PB10,2,Done,4,Thịnh,"✅ `vibegraph-web/src/components/diagram/DiagramPanel.vue` + `vibegraph-web/src/composables/useDiagrams.ts` + typed `diagramApi`; renders Use Case/Class Mermaid from T41 endpoints, supports package filter, PROJECT_NOT_ANALYZED friendly error, loading/error/empty states, stale-response cleanup; wired into `GraphView.vue`; tests added (`DiagramPanel.spec.ts`, `useDiagrams.spec.ts`)"
T62,Unit test FE components,Test component bằng Vitest,RB13,PB06,2,Done,4,Thịnh,"✅ FE unit test coverage standardized for Sprint 2 components/composables: SearchBar, FilterPanel/useFilters/graphFilters, click selection/focusMode helpers, NodeDetailPanel, GitHubImportForm/useGitHubImport/importApi, ImpactAnalysisPanel/useImpactAnalysis/graphApi, useGraphRealtime/graphPatch, and DiagramPanel/useDiagrams. Added coverage for GitHubImportForm pending/reset behavior and importApi GitHub error unwrapping. Checks pass: `git diff --check`, `type-check`, `test:unit -- --run` (23 files, 161 tests), `lint`, `build`, `audit --audit-level=high`. No E2E/manual smoke claimed."
DevOps,,,,,,,,,
T63,Write backend Dockerfile,Đóng gói Spring Boot backend,RB27,PB12,2,Done,3,Danh,✅ `Dockerfile` (root) - Multi-stage build
T64,Write frontend Dockerfile + nginx,Đóng gói Vue build + nginx.conf,RB27,PB12,2,Done,3,Danh,✅ `vibegraph-web/Dockerfile` + `vibegraph-web/nginx.conf`
T65,Write docker-compose,Compose BE/FE/Neo4j với network/volume,RB27,PB12,2,Done,4,Danh,✅ `docker-compose.yml` (root) - Needs production review
T66,Configure env profiles,Tách profile dev/prod và biến môi trường,RB27,PB12,2,Done,3,Vinh,✅ `src/main/resources/application-dev.yaml` + `src/main/resources/application-prod.yaml` + `.env.example` (root) - dev/prod env-backed profiles configured; T67/T68/T69 now done
T67,GitHub Actions backend CI,Workflow build + test backend,RB28,PB12,2,Done,4,Thịnh,"✅ `.github/workflows/backend.yml` runs on PR/push for poc/develop/main with Java 21, Maven cache, `./mvnw -DskipITs test`, and failure report upload; integration tests remain out of CI scope"
T68,GitHub Actions frontend CI,Workflow lint/type-check/test frontend,RB28,PB12,2,Done,3,Thịnh,"✅ `.github/workflows/frontend.yml` runs on PR/push for poc/develop/main with Node 22, npm cache, `npm ci`, type-check, unit tests, lint, build, and high-severity audit"
T69,Write Docker run guide,Tài liệu chạy docker compose,RB27,PB12,2,Done,2,Danh,"✅ `DEVOPS-GUIDE.md` documents Docker/Compose prerequisites, env setup, run/stop commands, URLs, health checks, logs, troubleshooting, and CI note"
Final Integration & Testing (QA),,,,,,,,,
T70,FileWatcher incremental e2e test,Test cập nhật tăng dần đầu-cuối,RB21,PB13,2,Done,4,Thịnh,"✅ Implemented DELETE `.java` realtime path tests only (current production mutation). `FileWatcherE2ETest` runs in Surefire with Spring context, real OS WatchService/debounce/FileChangeBroadcaster/GraphUpdateController and mocked GraphRepository/SimpMessagingTemplate; asserts deleteFile + FULL_UPDATE <3s. `RealtimeUpdateIT` runs via Failsafe `*IT` with `@Testcontainers(disabledWithoutDocker = true)`, real Neo4j repository, real disk watcher, and STOMP subscription to `/topic/projects/{projectId}/updates`; local run skipped cleanly because Docker unavailable. CẬP NHẬT: CREATE/MODIFY/DELETE incremental re-parse nay đã implemented (`FileChangeBroadcaster` re-parse file đổi → broadcast `INCREMENTAL`); `FileWatcherE2ETest` cập nhật assert FULL_UPDATE broadcast, và đã test tay end-to-end (thêm/xóa file → graph cập nhật tại chỗ)."
T71,Final integration verification,Kiểm tra tích hợp BE+FE+Neo4j,RB28,PB14,2,Done,4,Thịnh,"✅ Final Sprint 2 verification completed without new feature/refactor. Backend `mvnw -DskipITs test` passed (279 tests, 0 failures/errors, 13 skipped). Frontend passed `type-check`, `test:unit -- --run` (23 files, 161 tests), `lint`, `build`, and `audit --audit-level=high` (0 vulnerabilities). General `git diff --check` passed. Docker/CI surface: `.github/workflows/backend.yml` + `frontend.yml` sanity checked and `docker compose config --quiet` passed. Live Docker/Testcontainers run skipped because Docker Desktop daemon is unavailable. CẬP NHẬT 2026-06-21: Realtime CREATE/MODIFY/DELETE incremental nay đã hoàn tất (xem PB09/T38)."
T72,Write MCP & demo documentation,Viết tài liệu MCP và kịch bản demo,RB24,PB14,2,Done,3,Danh,"✅ `MCP_INTEGRATION.md` documents Spring AI streamable HTTP setup, `/mcp` client config, 4 MCP tools, input params, high-level response shapes, example AI prompts, limitations, and troubleshooting. `DEMO_SCRIPT.md` documents Sprint 2 import/analyze/graph/MCP demo flow, success checklist, talking points, and recovery notes. CẬP NHẬT: realtime CREATE/MODIFY/DELETE incremental nay đã hoàn tất và demo được (xem PB09/T38)."
**MCP Tools Implementation (Sprint 3)**,,,,,,,,,
T73,Implement get_project_architecture tool,"MCP tool trả về layers, counts, patterns, diagram refs",RB29,PB11,3,Done,6,Khoa,Superseded by Sprint 2 T43: `ArchitectureTool#getProjectArchitecture` registered as `get_project_architecture`; documented in `MCP_INTEGRATION.md`.
T74,Implement get_class_context tool,"MCP tool trả về class, neighbors, methods, fields, edges",RB30,PB11,3,Done,6,Vinh,Superseded by Sprint 2 T44: `ClassContextTool#getClassContext` registered as `get_class_context`; documented in `MCP_INTEGRATION.md`.
T75,Implement get_layer_pattern tool,MCP tool trả về examples và conventions cho layer,RB31,PB11,3,Done,5,Danh,Superseded by Sprint 2 T46: `LayerPatternTool#getLayerPattern` registered as `get_layer_pattern`; documented in `MCP_INTEGRATION.md`.
T76,Implement get_impact_analysis tool,MCP tool dùng repository impact traversal,RB29,PB11,3,Done,5,Khoa,Superseded by Sprint 2 T45: `ImpactAnalysisTool#getImpactAnalysis` registered as `get_impact_analysis`; documented in `MCP_INTEGRATION.md`.
T77,Wire MCP tools with Spring AI,Connect tools to Spring AI MCP Server,RB29,PB11,3,Done,4,Danh,Superseded by Sprint 2 T47: `McpServerConfig` registers all four tools via Spring AI `ToolCallbackProvider`; documented in `MCP_INTEGRATION.md`.
**OpenAPI Documentation (Sprint 3)**,,,,,,,,,
T78,Add OpenAPI annotations,Swagger docs cho REST controllers,RB29,PB11,3,New,6,Danh,All `src/main/java/com/vibegraph/graph/controller/*Controller.java`
T79,Configure Swagger UI,Enable Swagger UI at /swagger-ui,RB29,PB11,3,New,2,Danh,`pom.xml` + config
**Parser Robustness (Sprint 3)**,,,,,,,,,
T80,Handle lambda expressions,Parse lambda without crash,RB32,PB03,3,New,6,Vinh,`src/main/java/com/vibegraph/parser/visitor/MethodVisitor.java`
T81,Handle method references,Parse method refs (::) without crash,RB32,PB03,3,New,5,Vinh,`src/main/java/com/vibegraph/parser/visitor/MethodVisitor.java`
T82,Stub-on-failure for unresolved calls,Emit low-confidence CALLS for unresolved,RB32,PB03,3,New,6,Vinh,`src/main/java/com/vibegraph/parser/visitor/MethodVisitor.java`
T83,Log symbol resolution rate,Track % of resolved CALLS (target >85%),RB32,PB03,3,New,4,Khoa,`src/main/java/com/vibegraph/graph/service/AnalyzeService.java`
**Caching & Performance (Sprint 3)**,,,,,,,,,
T84,Implement content-hash caching,Skip unchanged files during re-analysis,RB33,PB03,3,New,8,Vinh,Placeholder deleted — implement from scratch when prioritized
T85,Benchmark 500-file parse performance,Ensure parse time < 30s,RB33,PB03,3,New,4,Thái,Performance test suite
T86,Optimize Neo4j queries,"Add indexes, LIMIT clauses, pagination",RB33,PB04,3,New,6,Vinh,`src/main/java/com/vibegraph/graph/repository/impl/neo4j/Neo4jGraphRepository.java`
T87,Test 5000-node rendering,Ensure Sigma.js performance @ 60fps,RB34,PB05,3,New,5,Danh,Large graph perf test
T88,Implement graph pagination/limit,Add limit/offset for getFullGraph,RB33,PB04,3,New,6,Khoa,`src/main/java/com/vibegraph/graph/repository/GraphRepository.java` + `src/main/java/com/vibegraph/graph/controller/GraphController.java`
**UI Polish (Sprint 3)**,,,,,,,,,
T89,Add graph stats display,Show node/edge counts in UI,RB34,PB05,3,New,3,Danh,Placeholder deleted — implement from scratch when prioritized
T90,Implement empty state UI,Clear message when graph is empty,RB34,PB05,3,Done,3,Danh,✅ Empty state đã có trong `GraphCanvas.vue` (loading/empty/error — T53); GĐ2 thêm empty/error states cho user/admin views
T91,Improve error messages,User-friendly error messages,RB34,PB05,3,Done,4,Thịnh,"✅ GlobalExceptionHandler + bộ mã lỗi chuẩn (ACCOUNT_BLOCKED, QUOTA_EXCEEDED, FEATURE_DISABLED...) + FE error/blocked/disabled states (copy rõ, action disabled không ẩn)"
T92,Add loading progress,Show parse progress during analysis,RB34,PB05,3,Done,5,Danh,✅ Import có thanh tiến độ realtime (archive/GitHub/local — README 2026-07-19)
**Technical Debt (Sprint 3)**,,,,,,,,,
T93,Consolidate springLayer() (D1),Move all layer detection to SpringAnnotationVisitor,RB35,PB03,3,New,4,Khoa,Fix duplicate code
