PB10,Mermaid Diagram,Kiến trúc sư phần mềm,Sinh Use Case Diagram (Mermaid),xem luồng nghiệp vụ từ controller/job,RB22,2,Medium,2,Done,"Service (T39) + endpoint (T41) done: `GET /api/projects/{id}/diagrams/usecase` trả `flowchart LR` từ Route/HANDLES_ROUTE qua ApiResponse; actor ""HTTP Client""; escape/sanitize, deterministic; 404 nếu project không tồn tại, 409 nếu chưa phân tích. FE DiagramPanel (T61) done: tab Use Case render Mermaid + friendly loading/error/empty states. T42 tests done: service/controller Mermaid syntax + error envelopes pass. Job/listener actors chưa hỗ trợ (parser chưa emit @Scheduled/@KafkaListener/@EventListener)"
PB10,Mermaid Diagram,Kiến trúc sư phần mềm,Sinh Class Diagram (Mermaid) lọc theo package,xem quan hệ class/interface,RB23,2,Medium,2,Done,"Service (T40) + endpoint (T41) done: `GET /api/projects/{id}/diagrams/class?package=...` trả `classDiagram` qua ApiResponse; visibility markers, stereotypes, generics strip, package filter (gồm sub-package), cap 50 class, deterministic; 404 nếu project không tồn tại, 409 nếu chưa phân tích. FE DiagramPanel (T61) done: tab Class render Mermaid + truyền package filter lên endpoint. T42 tests done: service/controller Mermaid syntax, package filter/blank filter, 404/409 envelopes pass"
PB11,MCP Tools,AI coding tool,Gọi get_project_architecture,lấy ngữ cảnh kiến trúc tổng thể,RB24,2,Medium,2,Done,"T43 done: `get_project_architecture` registered via Spring AI ToolCallbackProvider; returns stable architecture JSON with projectId, summary counts, layers, detected patterns, naming conventions, warnings; uses `GraphService.getFullGraph` abstraction; tests cover graph layers, empty graph warning, blank projectId, project not found, deterministic ordering, no path leakage. T46 layer_pattern for same RB remains pending separately"
PB11,MCP Tools,AI coding tool,Gọi get_class_context,lấy ngữ cảnh chi tiết một class,RB25,2,Medium,2,Done,"T44 done: `get_class_context` registered via Spring AI ToolCallbackProvider; returns projectId/query, classInfo, methods, fields, incomingRelations, outgoingRelations, warnings; lookup by fullName/simple name/nodeId; bounded output + graph-size guard; invalid input rejects clearly; no absolute path leakage."
PB11,MCP Tools,AI coding tool,Gọi get_impact_analysis,lấy phân tích ảnh hưởng cho AI,RB26,2,Medium,2,Done,"T45 done: `get_impact_analysis` registered via Spring AI ToolCallbackProvider; wraps existing `GraphService.getImpactAnalysis`; returns projectId/nodeQuery/depth, summary, directImpact, transitiveImpact, riskLevel, notes, warnings; depth whitelist 1/2/3/5; bounded output; missing target/backend failure safe warnings; no absolute path leakage. T46 layer_pattern remains pending."
PB12,Docker & CI/CD,DevOps,Chạy docker compose up cho BE/FE/Neo4j,triển khai toàn hệ thống bằng một lệnh,RB27,2,Medium,2,In Progress,Dockerfiles/compose done; env profile/run guide tasks remain New
PB12,Docker & CI/CD,DevOps,Cấu hình GitHub Actions CI cho backend và frontend,kiểm thử tự động trên mỗi PR,RB28,2,Medium,2,New,
PB11,MCP Tools,AI coding tool,Implement MCP tool get_project_architecture,lấy overview layers/patterns,RB29,2,Medium,3,New,
PB11,MCP Tools,AI coding tool,Implement MCP tool get_class_context,lấy neighbors/methods/fields của class,RB30,2,Medium,3,New,
PB11,MCP Tools,AI coding tool,Implement MCP tool get_layer_pattern,lấy ví dụ code theo layer,RB31,2,Medium,3,New,
PB03,Parser Robustness,Lập trình viên,Handle lambda expressions và method references,parse code hiện đại không crash,RB32,2,Medium,3,New,
PB03,Performance,Lập trình viên,Implement content-hash caching cho unchanged files,tăng tốc re-analysis,RB33,2,Medium,3,New,
PB05,UI Polish,Kiến trúc sư phần mềm,"Add graph stats, empty state, loading progress",UX tốt hơn cho người dùng,RB34,2,Medium,3,New,
PB03,Technical Debt,Lập trình viên,Refactor duplicate code và add Package/File nodes,"giảm nợ kỹ thuật, tăng độ chính xác",RB35,2,Medium,3,New,
PB14,Testing,Tester,Boost test coverage to 70% và enable disabled tests,chất lượng code cao hơn,RB36,2,Medium,3,New,
PB12,Production Deployment,DevOps,Production Docker Compose + nginx + domain + SSL,deploy lên VPS với HTTPS,RB37,3,Medium,4,New,
PB12,CI/CD Completion,DevOps,Complete GitHub Actions + auto-deploy workflow,CI/CD đầy đủ cho production,RB38,3,Medium,4,New,
PB14,Demo Preparation,Người dùng demo,Sample project + demo script + video + slides,trình diễn sản phẩm chuyên nghiệp,RB39,3,Low,4,New,
PB14,Documentation,Người dùng demo,Complete README + MCP guide + architecture + user guide,tài liệu đầy đủ cho stakeholders,RB40,3,Low,4,New,
PB14,Final Polish,Tester,Bug fixes + integration testing + performance tuning,sản phẩm hoàn chỉnh và ổn định,RB41,3,Low,4,New,
